Timestamp,Water in ,Water out,Solid in,Solid out,,Translated ,,Water in ,Water out,Solid in,Solid out
09/03/2020 08:10,,,X,,,,09/03/2020 08:10,,,1,
09/03/2020 08:27,X,,,,,,09/03/2020 08:27,1,,,
09/03/2020 08:46,,X,,X,,,09/03/2020 08:46,,1,,1
09/03/2020 11:31,,X,,,,,09/03/2020 11:31,,1,,
09/03/2020 12:18,,,X,,,,09/03/2020 12:18,,,1,
09/03/2020 13:23,X,,,,,,09/03/2020 13:23,1,,,
09/03/2020 13:44,,X,,X,,,09/03/2020 13:44,,1,,1
09/03/2020 16:18,,x,,x,,,09/03/2020 16:18,,1,,1
09/03/2020 16:25,,,x,,,,09/03/2020 16:25,,,1,
09/03/2020 17:00,1,,,,,,09/03/2020 17:00,1,,,
09/03/2020 18:25,1,1,,,,,09/03/2020 18:25,1,1,,
09/03/2020 19:07,,,1,,,,09/03/2020 19:07,,,1,
09/04/2020 06:32,,1,,1,,,09/04/2020 06:32,,1,,1
09/04/2020 07:56,,X,,,,,09/04/2020 07:56,,1,,
09/04/2020 08:08,X,,X,,,,09/04/2020 08:08,1,,1,
09/04/2020 08:29,X,,,,,,09/04/2020 08:29,1,,,
09/04/2020 10:47,,X,,X,,,09/04/2020 10:47,,1,,1
09/04/2020 12:34,,,X,,,,09/04/2020 12:34,,,1,
09/04/2020 12:38,, X,,,,,09/04/2020 12:38,,1,,
09/04/2020 13:00,X,,,,,,09/04/2020 13:00,1,,,
09/04/2020 14:47,,W,,W,,,09/04/2020 14:47,,1,,1
09/04/2020 16:09,,,c,,,,09/04/2020 16:09,,,1,
09/04/2020 17:05,,z,,,,,09/04/2020 17:05,,1,,
09/04/2020 17:07,,,,z,,,09/04/2020 17:07,,,,1
09/04/2020 17:14,z,,,,,,09/04/2020 17:14,1,,,
09/04/2020 19:45,,x,,,,,09/04/2020 19:45,,1,,
09/04/2020 19:10,,,1,,,,09/04/2020 19:10,,,1,
09/04/2020 20:15,1,,,,,,09/04/2020 20:15,1,,,
09/04/2020 21:12,,1,,X,,,09/04/2020 21:12,,1,,1
09/05/2020 06:40,,c,,c,,,09/05/2020 06:40,,1,,1
09/05/2020 08:27,,,W,,,,09/05/2020 08:27,,,1,
09/05/2020 08:38,,X,,X,,,09/05/2020 08:38,,1,,1
09/05/2020 10:22,,x,,,,,09/05/2020 10:22,,1,,
09/05/2020 12:17,,,x,,,,09/05/2020 12:17,,,1,
09/05/2020 12:35,x,,,,,,09/05/2020 12:35,1,,,
09/05/2020 13:01,,xx,,,,,09/05/2020 13:01,,-1,,
09/05/2020 13:07,,x,,x,,,09/05/2020 13:07,,1,,1
09/05/2020 15:06,,X,,,,,09/05/2020 15:06,,1,,
09/05/2020 17:11,x,x,,,,,09/05/2020 17:11,1,1,,
09/05/2020 19:04,,x,,x,,,09/05/2020 19:04,,1,,1
09/05/2020 19:16,,,c,,,,09/05/2020 19:16,,,1,
09/05/2020 19:16,7,,,,,,09/05/2020 19:16,1,,,
09/05/2020 19:46,W,,,,,,09/05/2020 19:46,1,,,
09/05/2020 20:53,,X,,Z,,,09/05/2020 20:53,,1,,1
09/06/2020 00:50,,X,,X,,,09/06/2020 00:50,,1,,1
09/06/2020 00:56,C,,,,,,09/06/2020 00:56,1,,,
09/06/2020 06:48,,x,,1,,,09/06/2020 06:48,,1,,1
09/06/2020 07:50,,xx,,,,,09/06/2020 07:50,,-1,,
09/06/2020 08:05,,,x,,,,09/06/2020 08:05,,,1,
09/06/2020 09:31,,X,,X,,,09/06/2020 09:31,,1,,1
09/06/2020 10:25,,X,,,,,09/06/2020 10:25,,1,,
09/06/2020 10:30,X,,,,,,09/06/2020 10:30,1,,,
09/06/2020 12:35,,X,,,,,09/06/2020 12:35,,1,,
09/06/2020 12:42,X,,,,,,09/06/2020 12:42,1,,,
09/06/2020 13:40,,Cx,,,,,09/06/2020 13:40,,-1,,
09/06/2020 13:37,1,,,,,,09/06/2020 13:37,1,,,
09/06/2020 12:30,,, X,,,,09/06/2020 12:30,,,1,
09/06/2020 13:50,,,,x,,,09/06/2020 13:50,,,,1
09/06/2020 15:27,,Xx,,,,,09/06/2020 15:27,,-1,,
09/06/2020 16:40,X,,X,,,,09/06/2020 16:40,1,,1,
09/06/2020 16:48,,Xx,,,,,09/06/2020 16:48,,-1,,
09/06/2020 17:09,x,,,,,,09/06/2020 17:09,1,,,
09/06/2020 19:32,x,Z,,X,,,09/06/2020 19:32,1,1,,1
09/06/2020 18:34,,X,,,,,09/06/2020 18:34,,1,,
09/06/2020 19:25,,,,X,,,09/06/2020 19:25,,,,1
09/06/2020 20:09,x,,,,,,09/06/2020 20:09,1,,,
09/06/2020 21:51,,x,,,,,09/06/2020 21:51,,1,,
09/07/2020 06:36,,x,,x,,,09/07/2020 06:36,,1,,1
09/07/2020 08:52,,,X,,,,09/07/2020 08:52,,,1,
09/07/2020 09:01,,X,,X,,,09/07/2020 09:01,,1,,1
09/07/2020 09:11,X,,,,,,09/07/2020 09:11,1,,,
09/07/2020 10:22,,c,,,,,09/07/2020 10:22,,1,,
09/07/2020 12:05,,X,,X,,,09/07/2020 12:05,,1,,1
09/07/2020 12:12,X,,X,,,,09/07/2020 12:12,1,,1,
09/07/2020 12:24,z,,,,,,09/07/2020 12:24,1,,,
9/7/2020 14:00,,c,,,,,9/7/2020 14:00,,1,,
09/07/2020 18:21,,,,,,,09/07/2020 18:21,,,,
09/07/2020 16:09,X,,X,,,,09/07/2020 16:09,1,,1,
09/07/2020 17:45,,1,,,,,09/07/2020 17:45,,1,,
09/07/2020 18:47,,1,,,,,09/07/2020 18:47,,1,,
09/07/2020 19:02,,,x,,,,09/07/2020 19:02,,,1,
09/07/2020 19:45,, X,,X,,,09/07/2020 19:45,,1,,1
09/07/2020 20:55,,X,,,,,09/07/2020 20:55,,1,,
09/08/2020 05:22,,x,,x,,,09/08/2020 05:22,,1,,1
09/08/2020 05:30,1,,,,,,09/08/2020 05:30,1,,,
09/08/2020 09:25,,,X,,,,09/08/2020 09:25,,,1,
09/08/2020 09:25,,X,, X,,,09/08/2020 09:25,,1,,1
09/08/2020 09:25,Z,,,,,,09/08/2020 09:25,1,,,
09/08/2020 11:14,,X,,,,,09/08/2020 11:14,,1,,
09/08/2020 11:14,,,,X,,,09/08/2020 11:14,,,,1
09/08/2020 12:39,,,X,,,,09/08/2020 12:39,,,1,
09/08/2020 13:11,,1,,,,,09/08/2020 13:11,,1,,
09/08/2020 13:36,1,,,,,,09/08/2020 13:36,1,,,
09/08/2020 15:55,,x,,,,,09/08/2020 15:55,,1,,
09/08/2020 16:05,,,1,,,,09/08/2020 16:05,,,1,
09/08/2020 16:53,x,,,,,,09/08/2020 16:53,1,,,
09/08/2020 17:22,,1,,,,,09/08/2020 17:22,,1,,
09/09/2020 05:12,,x,,x,,,09/09/2020 05:12,,1,,1
09/09/2020 07:31,,X,,,,,09/09/2020 07:31,,1,,
09/09/2020 07:37,X,,,,,,09/09/2020 07:37,1,,,
09/09/2020 08:30,,,X,,,,09/09/2020 08:30,,,1,
09/09/2020 08:43,,X,,X,,,09/09/2020 08:43,,1,,1
09/09/2020 09:01,1,,,,,,09/09/2020 09:01,1,,,
09/09/2020 10:50,,1,,,,,09/09/2020 10:50,,1,,
09/09/2020 12:40,1,,1,,,,09/09/2020 12:40,1,,1,
09/09/2020 15:29,,1,,,,,09/09/2020 15:29,,1,,
09/09/2020 15:10,,1,,,,,09/09/2020 15:10,,1,,
09/09/2020 16:16,1,,1,,,,09/09/2020 16:16,1,,1,
09/09/2020 17:45,,1,,1,,,09/09/2020 17:45,,1,,1
09/09/2020 19:23,1,,,,,,09/09/2020 19:23,1,,,
09/10/2020 05:15,,X,,X,,,09/10/2020 05:15,,1,,1
09/10/2020 07:25,,W,,,,,09/10/2020 07:25,,1,,
09/10/2020 08:13,,,1,,,,09/10/2020 08:13,,,1,
09/10/2020 08:47,X,,,,,,09/10/2020 08:47,1,,,
09/10/2020 08:55,,X,,X,,,09/10/2020 08:55,,1,,1
09/10/2020 09:09,X,,,,,,09/10/2020 09:09,1,,,
09/10/2020 11:29,,1,,,,,09/10/2020 11:29,,1,,
09/10/2020 11:52,1,,,,,,09/10/2020 11:52,1,,,
09/10/2020 12:15,,,X,,,,09/10/2020 12:15,,,1,
09/10/2020 14:15,X,,,,,,09/10/2020 14:15,1,,,
09/10/2020 14:22,,1,,1,,,09/10/2020 14:22,,1,,1
09/10/2020 14:36,1,,,,,,09/10/2020 14:36,1,,,
09/10/2020 15:59,,,x,,,,09/10/2020 15:59,,,1,
09/10/2020 16:15,1,1,,,,,09/10/2020 16:15,1,1,,
09/10/2020 18:30,,1,,,,,09/10/2020 18:30,,1,,
09/10/2020 20:25,,1,,1,,,09/10/2020 20:25,,1,,1
09/11/2020 06:25,,X,,X,,,09/11/2020 06:25,,1,,1
09/11/2020 07:25,,X,,,,,09/11/2020 07:25,,1,,
09/11/2020 08:00,X,,,,,,09/11/2020 08:00,1,,,
09/11/2020 08:40,,W,,W,,,09/11/2020 08:40,,1,,1
09/11/2020 08:53,1,,,,,,09/11/2020 08:53,1,,,
09/11/2020 11:26,,W,,,,,09/11/2020 11:26,,1,,
09/11/2020 12:37,,W,,W,,,09/11/2020 12:37,,1,,1
09/11/2020 15:08,,X,,,,,09/11/2020 15:08,,1,,
09/11/2020 12:09,,,C,,,,09/11/2020 12:09,,,1,
09/11/2020 17:47,,X,,,,,09/11/2020 17:47,,1,,
09/11/2020 20:57,,,,X,,,09/11/2020 20:57,,,,1
09/11/2020 21:11,,X,,,,,09/11/2020 21:11,,1,,
09/11/2020 19:05,,,X,,,,09/11/2020 19:05,,,1,
09/11/2020 08:00,,,1,,,,09/11/2020 08:00,,,1,
09/11/2020 16:25,,,1,,,,09/11/2020 16:25,,,1,
09/12/2020 08:30,X,,X,,,,09/12/2020 08:30,1,,1,
09/12/2020 08:40,,1,,,,,09/12/2020 08:40,,1,,
09/12/2020 09:58,,W,,W,,,09/12/2020 09:58,,1,,1
09/12/2020 06:30,,W,,X,,,09/12/2020 06:30,,1,,1
09/12/2020 12:03,,,X,,,,09/12/2020 12:03,,,1,
09/12/2020 14:03,X,,,,,,09/12/2020 14:03,1,,,
09/12/2020 12:07,,1,,,,,09/12/2020 12:07,,1,,
09/12/2020 14:06,,1,,,,,09/12/2020 14:06,,1,,
09/12/2020 15:15,Z,,,,,,09/12/2020 15:15,1,,,
09/12/2020 17:00,,1,,1,,,09/12/2020 17:00,,1,,1
09/12/2020 18:03,1,,,,,,09/12/2020 18:03,1,,,
09/12/2020 19:07,1,,1,,,,09/12/2020 19:07,1,,1,
09/12/2020 19:00,,1,,,,,09/12/2020 19:00,,1,,
09/12/2020 19:34,1,,,,,,09/12/2020 19:34,1,,,
09/12/2020 20:50,,1,,,,,09/12/2020 20:50,,1,,
09/13/2020 06:50,,X,,X,,,09/13/2020 06:50,,1,,1
09/13/2020 09:20,,,Z,,,,09/13/2020 09:20,,,1,
09/13/2020 09:30,,C,,,,,09/13/2020 09:30,,1,,
09/13/2020 11:39,A,,,,,,09/13/2020 11:39,1,,,
09/13/2020 11:30,,A,,A,,,09/13/2020 11:30,,1,,1
09/13/2020 13:30,,A,,A,,,09/13/2020 13:30,,1,,1
09/13/2020 13:20,,,1,,,,09/13/2020 13:20,,,1,
09/13/2020 15:37,,1,,,,,09/13/2020 15:37,,1,,
09/13/2020 17:54,A,,,,,,09/13/2020 17:54,1,,,
09/13/2020 17:24,,X,,,,,09/13/2020 17:24,,1,,
09/13/2020 18:10,,A,,A,,,09/13/2020 18:10,,1,,1
09/13/2020 20:04,1,,,,,,09/13/2020 20:04,1,,,
09/13/2020 19:50,,W,,,,,09/13/2020 19:50,,1,,
09/13/2020 18:00,,,X,,,,09/13/2020 18:00,,,1,
09/13/2020 20:45,,1,,,,,09/13/2020 20:45,,1,,
09/14/2020 05:20,,1,,1,,,09/14/2020 05:20,,1,,1
09/14/2020 07:20,,X,,,,,09/14/2020 07:20,,1,,
09/14/2020 08:36,,,X,,,,09/14/2020 08:36,,,1,
09/14/2020 08:55,,1,,1,,,09/14/2020 08:55,,1,,1
09/14/2020 09:22,1,,,,,,09/14/2020 09:22,1,,,
09/14/2020 11:47,,X,,,,,09/14/2020 11:47,,1,,
09/14/2020 12:57,X,,X,,,,09/14/2020 12:57,1,,1,
09/14/2020 13:53,,1,,1,,,09/14/2020 13:53,,1,,1
09/14/2020 15:50,,a,,a,,,09/14/2020 15:50,,1,,1
09/14/2020 18:00,,1,,1,,,09/14/2020 18:00,,1,,1
09/14/2020 18:15,1,,1,,,,09/14/2020 18:15,1,,1,
09/14/2020 20:00,,1,,1,,,09/14/2020 20:00,,1,,1
09/14/2020 21:15,,1,,,,,09/14/2020 21:15,,1,,
09/15/2020 06:20,,z,,z,,,09/15/2020 06:20,,1,,1
09/15/2020 07:41,,X,,,,,09/15/2020 07:41,,1,,
09/15/2020 09:00,,,1,,,,09/15/2020 09:00,,,1,
09/15/2020 08:45,,1,,1,,,09/15/2020 08:45,,1,,1
09/15/2020 12:24,,,1,,,,09/15/2020 12:24,,,1,
09/15/2020 13:34,,1,,,,,09/15/2020 13:34,,1,,
09/15/2020 13:35,1,,,,,,09/15/2020 13:35,1,,,
09/15/2020 15:34,,a,,a,,,09/15/2020 15:34,,1,,1
09/15/2020 15:45,1,,,,,,09/15/2020 15:45,1,,,
09/15/2020 17:08,a,,,,,,09/15/2020 17:08,1,,,
09/15/2020 18:01,,1,,,,,09/15/2020 18:01,,1,,
09/15/2020 18:30,a,,a,,,,09/15/2020 18:30,1,,1,
09/15/2020 19:20,,a,,a,,,09/15/2020 19:20,,1,,1
09/15/2020 20:54,1,,,,,,09/15/2020 20:54,1,,,
09/16/2020 07:05,,C,,a,,,09/16/2020 07:05,,1,,1
09/16/2020 08:31,,,C,,,,09/16/2020 08:31,,,1,
09/16/2020 08:50,,x,,,,,09/16/2020 08:50,,1,,
09/16/2020 09:01,x,,,,,,09/16/2020 09:01,1,,,
09/16/2020 11:31,,W,,E,,,09/16/2020 11:31,,1,,1
09/16/2020 12:55,,W,,,,,09/16/2020 12:55,,1,,
09/16/2020 13:12,W,,,,,,09/16/2020 13:12,1,,,
09/16/2020 15:02,,1,,,,,09/16/2020 15:02,,1,,
09/16/2020 17:40,,a,,A,,,09/16/2020 17:40,,1,,1
09/16/2020 18:15,1,,,,,,09/16/2020 18:15,1,,,
09/16/2020 18:40,,1,,1,,,09/16/2020 18:40,,1,,1
09/17/2020 05:25,,A,,A,,,09/17/2020 05:25,,1,,1
09/17/2020 08:01,,,W,,,,09/17/2020 08:01,,,1,
09/17/2020 08:09,,W,,,,,09/17/2020 08:09,,1,,
09/17/2020 12:15,,1,,,,,09/17/2020 12:15,,1,,
09/17/2020 12:47,,,1,,,,09/17/2020 12:47,,,1,
09/17/2020 14:45,,A,,,,,09/17/2020 14:45,,1,,
09/17/2020 17:30,A,,,,,,09/17/2020 17:30,1,,,
09/17/2020 17:15,,A,,,,,09/17/2020 17:15,,1,,
09/17/2020 18:45,,A,,A,,,09/17/2020 18:45,,1,,1
09/17/2020 19:15,A,,,,,,09/17/2020 19:15,1,,,
09/17/2020 21:30,,W,,,,,09/17/2020 21:30,,1,,
09/18/2020 06:30,,a,,A,,,09/18/2020 06:30,,1,,1
09/18/2020 08:10,,,Z,,,,09/18/2020 08:10,,,1,
09/18/2020 08:35,,X,,X,,,09/18/2020 08:35,,1,,1
09/18/2020 10:30,,X,,,,,09/18/2020 10:30,,1,,
09/18/2020 12:50,,,1,,,,09/18/2020 12:50,,,1,
09/18/2020 14:50,,1,,,,,09/18/2020 14:50,,1,,
09/18/2020 17:00,,a,,a,,,09/18/2020 17:00,,1,,1
09/18/2020 20:09,,1,1,,,,09/18/2020 20:09,,1,1,
09/19/2020 06:30,,a,,a,,,09/19/2020 06:30,,1,,1
09/19/2020 06:40,a,,,,,,09/19/2020 06:40,1,,,
09/19/2020 09:05,,W,,W,,,09/19/2020 09:05,,1,,1
09/19/2020 08:30,,,z,,,,09/19/2020 08:30,,,1,
09/19/2020 11:26,,W,,,,,09/19/2020 11:26,,1,,
09/19/2020 11:31,W,,,,,,09/19/2020 11:31,1,,,
09/19/2020 12:59,,,z,,,,09/19/2020 12:59,,,1,
09/19/2020 15:34,,c,,,,,09/19/2020 15:34,,1,,
09/19/2020 16:10,,C,,C,,,09/19/2020 16:10,,1,,1
09/19/2020 17:48,,C,,,,,09/19/2020 17:48,,1,,
09/19/2020 18:14,,1,,,,,09/19/2020 18:14,,1,,
09/19/2020 18:10,,,a,,,,09/19/2020 18:10,,,1,
09/19/2020 20:51,,W,,,,,09/19/2020 20:51,,1,,
09/20/2020 06:30,,a,,a,,,09/20/2020 06:30,,1,,1
09/20/2020 08:35,,,X,,,,09/20/2020 08:35,,,1,
09/20/2020 08:50,,W,,,,,09/20/2020 08:50,,1,,
09/20/2020 10:46,a, ,,,,,09/20/2020 10:46,1,,,
09/20/2020 11:04,,X,,X,,,09/20/2020 11:04,,1,,1
09/20/2020 12:45,,a,,a,,,09/20/2020 12:45,,1,,1
09/20/2020 13:02,a,,a,,,,09/20/2020 13:02,1,,1,
09/20/2020 14:45,,a,,,,,09/20/2020 14:45,,1,,
09/20/2020 15:50,,1,,,,,09/20/2020 15:50,,1,,
09/20/2020 16:30,,X,,X,,,09/20/2020 16:30,,1,,1
09/20/2020 18:00,1,,1,,,,09/20/2020 18:00,1,,1,
09/20/2020 18:30,,1,,,,,09/20/2020 18:30,,1,,
9/20/2020 21:01,,1,,1,,,9/20/2020 21:01,,1,,1
09/21/2020 06:30,,1,,?,,,09/21/2020 06:30,,1,,1
09/21/2020 07:30,,1,,,,,09/21/2020 07:30,,1,,
09/21/2020 08:30,,,1,,,,09/21/2020 08:30,,,1,
09/21/2020 08:52,,1,,1,,,09/21/2020 08:52,,1,,1
09/21/2020 11:30,,W,,,,,09/21/2020 11:30,,1,,
